;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120
SLR_p;0.12;0.14;0.18;0.23;0.28;0.34;0.4;0.46;0.56;0.67;0.79;0.90865;1.04;1.18;1.33;1.48;1.65;1.81;1.99;2.17;2.35;2.54;2.74;2.94;3.14;3.35;3.56;3.76;3.96;4.16;4.35;4.54;4.72;4.9;5.07;5.24;5.4;5.56;5.72;5.88;6.03;6.18;6.32;6.47;6.61;6.75;6.89;7.03;7.17;7.3;7.44;7.57;7.7;7.83;7.96;8.09;8.21;8.34;8.46;8.59;8.7;8.82;8.94;9.05;9.16;9.27;9.38;9.48;9.59;9.69;9.8;9.9;10;10.1;10.2;10.3;10.4;10.5;10.59;10.69;10.78;10.88;10.97;11.06;11.15;11.24;11.33;11.42;11.51;11.6;11.68;11.77;11.85;11.94;12.02;12.1;12.19;12.27;12.35;12.43;12.51;12.59;12.66;12.74;12.82;12.89;12.97;13.04;13.12;13.19;13.26;13.34;13.41;13.48;13.55;13.62;13.69;13.76;13.82;13.89;13.96
